,id,first_name,web_name,team,team_code,now_cost,photo,total_points,value_season,minutes,ict_index_rank,element_type,bps,influence,creativity,threat,goals_scored,expected_goals,assists,expected_assists,form,selected_by_percent,selected_rank,chance_of_playing_next_round,chance_of_playing_this_round,expected_goals_per_90,expected_assists_per_90,influence_rank,creativity_rank,threat_rank,position,team_name,average_points,average_minutes,avg_points_per_min,goals_scored_last_season,goals_conceded_last_season,assists_last_season,minutes_last_season,clean_sheets_last_season,total_points_last_season,ict_index_last_season,influence_last_season,threat_last_season,creativity_last_season,red_cards_last_season,yellow_cards_last_season,starts_last_season,saves_last_season,penalties_saved_last_season,penalties_missed_last_season,average_win_perc_first_10
160,148,Jason,Steele,5,36,45,49262.jpg,5,1.1,180,178,1,39,60.6,0.0,0.0,0,0.00,0,0.00,1.7,5.0,77,100.0,,0.0,0.0,57,479,447,Goalkeeper,Brighton,22.333333333333332,480.0,0.04652777777777777,0,23,1,1350,6,65,39.1,377.6,0.0,13.0,6,1,15,37,1,0,0.28629120879120873
161,149,Deniz,Undav,5,36,55,450434.jpg,0,0.0,0,669,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,565,0.0,0.0,0.0,0.0,668,669,667,Attacker,Brighton,0,0,0,5,9,2,614,2,52,69.1,196.4,372.0,124.0,2,2,6,0,0,0,0.28629120879120873
162,150,Jan Paul,Van Hecke,5,36,40,469142.jpg,2,0.5,90,198,2,19,32.2,0.5,17.0,0,0.02,0,0.00,0.7,2.0,133,100.0,,0.02,0.0,158,299,132,Defender,Brighton,0,0,0,0,7,0,291,0,6,8.8,71.4,10.0,5.8,0,2,3,0,0,0,0.28629120879120873
163,151,Joël,Veltman,5,36,44,111478.jpg,6,1.4,62,168,2,23,36.0,12.4,17.0,0,0.07,1,0.02,2.0,0.8,182,100.0,,0.1,0.03,145,186,133,Defender,Brighton,95.33333333333333,2445.6666666666665,0.038980509745127435,1,29,1,2183,10,95,77.4,407.2,162.0,201.3,10,6,25,0,0,0,0.28629120879120873
164,152,Bart,Verbruggen,5,36,44,489639.jpg,2,0.5,90,251,1,16,29.8,0.0,0.0,0,0.00,0,0.00,0.7,0.4,256,100.0,,0.0,0.0,166,474,439,Goalkeeper,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28629120879120873
165,153,Adam,Webster,5,36,44,110735.jpg,2,0.5,180,208,2,34,40.2,7.0,0.0,0,0.00,0,0.06,0.7,0.3,285,100.0,100.0,0.0,0.03,124,220,402,Defender,Brighton,73.0,2002.0,0.036463536463536464,0,27,0,1983,9,75,59.2,361.8,126.0,104.3,9,2,23,0,0,0,0.28629120879120873
166,154,Danny,Welbeck,5,36,59,50175.jpg,4,0.7,192,87,4,5,12.2,41.8,62.0,0,0.52,0,0.33,1.3,1.6,141,100.0,,0.24,0.15,245,70,45,Attacker,Brighton,89.66666666666667,1618.0,0.055418211784095596,6,28,5,1844,6,91,155.4,378.2,782.0,390.6,6,0,21,0,0,0,0.28629120879120873
167,155,Andi,Zeqiri,5,36,45,204676.jpg,0,0.0,0,517,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,1.1,163,100.0,,0.0,0.0,507,505,479,Attacker,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28629120879120873
168,606,Igor Julio,Igor,5,36,44,223434.jpg,0,0.0,0,479,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,401,100.0,,0.0,0.0,469,458,422,Defender,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28629120879120873
169,621,Jack,Hinshelwood,5,36,45,532529.jpg,0,0.0,0,582,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,618,100.0,,0.0,0.0,573,573,556,Midfielder,Brighton,0,0,0,0,0,0,1,0,1,0.4,2.0,2.0,0.0,0,0,0,0,0,0,0.28629120879120873
170,156,Enock,Agyei,6,90,45,578614.jpg,0,0.0,0,586,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,355,100.0,,0.0,0.0,577,577,560,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
171,157,Ameen,Al-Dakhil,6,90,40,487968.jpg,2,0.5,180,271,2,23,20.2,0.6,2.0,0,0.00,0,0.19,1.0,0.6,204,100.0,,0.0,0.1,206,291,242,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
172,158,Samuel,Bastien,6,90,49,189776.jpg,0,0.0,0,609,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,555,100.0,,0.0,0.0,602,601,586,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
173,159,Manuel Benson,Benson,6,90,54,183751.jpg,2,0.4,61,344,3,4,0.0,0.8,0.0,0,0.00,0,0.00,1.0,0.1,370,100.0,,0.0,0.0,655,284,648,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
174,160,Jordan,Beyer,6,90,40,241231.jpg,1,0.2,73,282,2,18,18.8,0.2,0.0,0,0.00,0,0.00,0.5,4.1,85,100.0,,0.0,0.0,209,316,345,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
175,161,Josh,Brownhill,6,90,49,172782.jpg,1,0.2,1,342,3,3,0.0,1.0,0.0,0,0.00,0,0.00,0.5,0.2,323,100.0,,0.0,0.0,598,274,582,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
176,162,Darko,Churlinov,6,90,45,250735.jpg,0,0.0,0,538,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,543,100.0,,0.0,0.0,528,528,505,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
177,163,Jack,Cork,6,90,49,40145.jpg,0,0.0,0,590,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,559,100.0,,0.0,0.0,581,581,565,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
178,164,Dara,Costelloe,6,90,45,530873.jpg,0,0.0,0,580,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,571,0.0,0.0,0.0,0.0,571,571,554,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
179,165,Josh,Cullen,6,90,50,172567.jpg,3,0.6,180,311,3,23,3.8,6.5,0.0,0,0.00,0,0.33,1.5,0.1,468,100.0,,0.0,0.16,303,223,617,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
180,166,CJ,Egan-Riley,6,90,40,432711.jpg,0,0.0,0,414,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,392,100.0,,0.0,0.0,403,392,352,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
181,167,Hjalmar,Ekdal,6,90,40,478969.jpg,0,0.0,0,436,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,313,100.0,,0.0,0.0,426,414,375,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
182,168,Lyle,Foster,6,90,50,435973.jpg,8,1.6,170,246,4,29,7.8,12.4,13.0,1,0.23,0,0.04,4.0,0.3,264,100.0,,0.12,0.02,277,189,161,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
183,169,Denis,Franchi,6,90,40,493347.jpg,0,0.0,0,440,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,364,100.0,,0.0,0.0,430,418,379,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
184,170,Jóhann Berg,Gudmundsson,6,90,49,60586.jpg,4,0.8,45,594,3,15,0.0,0.0,0.0,0,0.00,1,0.11,2.0,0.0,539,100.0,,0.0,0.22,585,585,569,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
185,171,Luke,McNally,6,90,40,483391.jpg,0,0.0,0,438,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,592,0.0,0.0,0.0,0.0,428,416,377,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
186,172,Arijanet,Muric,6,90,45,232917.jpg,0,0.0,0,529,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,303,100.0,,0.0,0.0,519,519,495,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
187,173,Dara,O'Shea,6,90,45,216616.jpg,2,0.4,180,293,2,31,15.6,0.1,0.0,0,0.00,0,0.02,1.0,0.2,312,100.0,,0.0,0.01,224,319,484,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
188,174,Michael,Obafemi,6,90,50,220598.jpg,0,0.0,0,641,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,541,0.0,0.0,0.0,0.0,638,638,628,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
189,175,Bailey,Peacock-Farrell,6,90,40,220037.jpg,0,0.0,0,398,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,607,0.0,0.0,0.0,0.0,387,375,334,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
190,176,Connor,Roberts,6,90,45,192290.jpg,2,0.4,180,310,2,25,8.0,1.8,0.0,0,0.00,0,0.13,1.0,0.3,284,100.0,,0.0,0.06,274,260,476,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
191,177,Jay,Rodriguez,6,90,54,44683.jpg,1,0.2,9,653,4,-3,0.0,0.0,0.0,0,0.45,0,0.00,0.5,0.2,316,100.0,,4.5,0.0,651,650,641,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
192,178,Charlie,Taylor,6,90,40,103914.jpg,0,0.0,0,362,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.8,184,100.0,,0.0,0.0,351,339,296,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
193,179,Bobby,Thomas,6,90,40,461102.jpg,0,0.0,0,426,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,595,0.0,0.0,0.0,0.0,415,404,364,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
194,180,Scott,Twine,6,90,49,226473.jpg,0,0.0,0,614,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,597,0.0,0.0,0.0,0.0,607,606,593,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
195,181,Lawrence,Vigouroux,6,90,40,133085.jpg,0,0.0,0,375,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.2,302,100.0,,0.0,0.0,364,352,309,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
196,182,Victor,Vitinho,6,90,45,441455.jpg,1,0.2,90,276,2,6,8.8,11.4,2.0,0,0.00,0,0.03,0.5,0.2,332,100.0,,0.0,0.03,270,198,255,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
197,183,Wout,Weghorst,6,90,55,120202.jpg,0,0.0,0,662,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,451,0.0,0.0,0.0,0.0,661,662,657,Attacker,Burnley,0,0,0,0,11,1,790,4,24,42.4,97.6,144.0,183.7,4,1,10,0,0,0,0.36412464985994397
198,184,Anass,Zaroury,6,90,49,511783.jpg,-2,-0.4,30,290,3,-6,0.0,18.9,2.0,0,0.04,0,0.06,-1.0,0.1,478,0.0,0.0,0.12,0.18,615,152,264,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
199,475,Sander,Berge,6,90,50,207189.jpg,3,0.6,157,326,3,6,3.2,1.0,2.0,0,0.00,0,0.02,1.5,0.2,362,100.0,,0.0,0.01,310,275,268,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
200,594,Zeki,Amdouni,6,90,55,492831.jpg,4,0.7,140,254,4,12,8.6,0.8,21.0,0,0.07,0,0.02,2.0,0.1,380,100.0,,0.04,0.01,271,286,122,Attacker,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
201,596,James,Trafford,6,90,45,432720.jpg,4,0.9,180,223,1,37,42.2,0.0,0.0,0,0.00,0,0.00,2.0,1.0,166,100.0,,0.0,0.0,113,533,510,Goalkeeper,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
202,600,Nathan,Redmond,6,90,49,83283.jpg,2,0.4,23,598,3,5,0.0,0.0,0.0,0,0.00,0,0.01,1.0,0.0,510,100.0,,0.0,0.04,589,589,573,Midfielder,Burnley,49.0,1185.0,0.04135021097046414,0,0,0,1,0,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.36412464985994397
203,605,Luca,Koleosho,6,90,50,487702.jpg,4,0.8,127,258,3,8,0.2,21.7,6.0,0,0.10,0,0.12,2.0,0.0,530,100.0,,0.07,0.09,334,138,211,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
204,608,Jacob,Bruun Larsen,6,90,50,179458.jpg,2,0.4,38,320,3,3,0.0,0.6,9.0,0,0.02,0,0.02,1.0,0.0,593,100.0,,0.05,0.05,633,295,189,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
205,622,Owen,Dodgson,6,90,40,461567.jpg,0,0.0,0,428,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,486,100.0,,0.0,0.0,417,406,366,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
206,660,Wilson,Odobert,6,90,50,550839.jpg,0,0.0,0,651,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,670,100.0,,0.0,0.0,649,648,639,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
207,674,Hannes,Delcroix,6,90,40,247245.jpg,1,0.2,90,410,2,18,0.0,0.0,0.0,0,0.06,0,0.04,1.0,0.0,648,100.0,,0.06,0.04,399,388,348,Defender,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
208,675,Aaron,A.Ramsey,6,90,50,447715.jpg,1,0.2,22,645,3,3,0.0,0.0,0.0,0,0.00,0,0.01,1.0,0.0,623,100.0,,0.0,0.04,642,642,633,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36412464985994397
209,126,Moisés,Caicedo,7,8,50,486672.jpg,4,0.8,119,266,3,16,17.6,7.9,3.0,0,0.03,0,0.06,1.3,2.8,104,100.0,,0.02,0.05,213,213,238,Midfielder,Chelsea,35.333333333333336,1266.0,0.027909426013691417,1,47,1,3138,10,79,148.2,589.8,210.0,680.4,10,10,34,0,0,0,0.7113587386383738
210,145,Robert,Sanchez,7,8,45,215059.jpg,10,2.2,270,199,1,48,49.8,0.0,0.0,0,0.00,0,0.00,3.3,5.0,76,100.0,,0.0,0.0,87,507,482,Goalkeeper,Chelsea,103.0,2610.0,0.03946360153256705,0,30,0,2070,6,82,43.9,439.0,0.0,0.1,6,2,23,48,1,0,0.7113587386383738
211,185,Ethan,Ampadu,7,8,40,199598.jpg,0,0.0,0,388,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,627,0.0,0.0,0.0,0.0,377,365,323,Defender,Chelsea,14.666666666666666,695.6666666666666,0.021082894106372783,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7113587386383738
212,186,Andrey,Andrey,7,8,44,532605.jpg,0,0.0,0,495,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,396,0.0,,0.0,0.0,485,475,440,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7113587386383738
213,187,Kepa,Arrizabalaga,7,8,50,109745.jpg,0,0.0,0,630,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.4,239,0.0,0.0,0.0,0.0,626,624,611,Goalkeeper,Chelsea,54.333333333333336,1170.0,0.04643874643874644,0,33,0,2565,9,118,73.3,733.4,0.0,0.1,9,1,29,91,0,0,0.7113587386383738
214,188,Pierre-Emerick,Aubameyang,7,8,65,54694.jpg,0,0.0,0,678,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,567,0.0,0.0,0.0,0.0,678,678,678,Attacker,Chelsea,66.66666666666667,1304.0,0.05112474437627812,1,8,0,546,1,25,28.5,55.0,177.0,59.4,1,1,5,0,0,0,0.7113587386383738
215,189,César,Azpilicueta,7,8,45,41328.jpg,0,0.0,0,497,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,677,0.0,0.0,0.0,0.0,487,477,444,Defender,Chelsea,81.66666666666667,1925.0,0.04242424242424243,0,21,0,1521,3,45,58.4,272.0,102.0,211.2,3,3,16,0,0,0,0.7113587386383738
216,190,Abdul Rahman,Baba,7,8,40,118335.jpg,0,0.0,0,371,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,666,0.0,0.0,0.0,0.0,360,348,305,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
217,191,Benoît,B.Badiashile,7,8,44,242880.jpg,0,0.0,0,484,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,532,0.0,0.0,0.0,0.0,474,463,428,Defender,Chelsea,0,0,0,1,9,0,904,4,40,35.1,219.8,81.0,49.1,4,2,10,0,0,0,0.7113587386383738
218,192,Marcus,Bettinelli,7,8,40,122074.jpg,0,0.0,0,373,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,579,0.0,0.0,0.0,0.0,362,350,307,Goalkeeper,Chelsea,0.0,0.0,nan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7113587386383738
219,193,Armando,Broja,7,8,49,440323.jpg,0,0.0,0,620,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,512,0.0,0.0,0.0,0.0,613,612,600,Attacker,Chelsea,0,0,0,1,5,1,285,1,21,19.7,64.6,113.0,18.2,1,0,2,0,0,0,0.7113587386383738
220,194,Trevoh,Chalobah,7,8,44,180736.jpg,0,0.0,0,471,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,427,0.0,0.0,0.0,0.0,461,450,412,Defender,Chelsea,0,0,0,0,24,0,1601,5,49,50.3,294.6,112.0,94.0,5,4,18,0,0,0,0.7113587386383738
221,195,Ben,Chilwell,7,8,58,172850.jpg,14,2.4,234,32,2,59,41.6,101.9,55.0,0,0.41,1,1.00,4.7,30.9,7,100.0,,0.16,0.38,118,14,56,Defender,Chelsea,88.0,1409.6666666666667,0.06242610546228423,2,19,3,1402,4,70,84.2,283.4,178.0,382.6,4,3,15,0,0,0,0.7113587386383738
222,196,Carney,Chukwuemeka,7,8,45,478912.jpg,6,1.3,125,113,3,23,34.8,25.1,39.0,1,0.08,0,0.19,2.0,2.0,132,0.0,0.0,0.06,0.14,151,122,70,Midfielder,Chelsea,12.0,217.0,0.055299539170506916,0,7,0,342,1,18,25.7,66.0,78.0,113.5,1,0,2,0,0,0,0.7113587386383738
223,197,Levi,Colwill,7,8,45,460028.jpg,9,2.0,270,100,2,55,42.6,41.9,23.0,0,0.32,0,0.18,3.0,4.1,87,100.0,,0.11,0.06,112,67,111,Defender,Chelsea,0,0,0,0,21,2,1218,3,46,38.9,236.2,50.0,101.9,3,1,13,0,0,0,0.7113587386383738
224,198,Marc,Cucurella,7,8,49,179268.jpg,0,0.0,0,607,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.5,223,100.0,,0.0,0.0,599,598,583,Defender,Chelsea,0,0,0,0,20,2,1669,6,65,65.9,354.4,72.0,232.5,6,4,21,0,0,0,0.7113587386383738
225,199,Enzo,Enzo,7,8,50,448047.jpg,3,0.6,270,18,3,28,42.8,146.7,49.0,0,1.14,0,0.75,1.0,4.5,79,100.0,,0.38,0.25,111,4,60,Midfielder,Chelsea,0,0,0,0,25,2,1547,3,42,72.6,315.8,74.0,334.3,3,3,18,0,0,0,0.7113587386383738
226,200,David Datro,D.D.Fofana,7,8,50,520295.jpg,0,0.0,0,649,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,664,0.0,0.0,0.0,0.0,647,646,637,Attacker,Chelsea,0,0,0,0,1,0,68,0,3,8.0,15.2,30.0,34.6,0,0,1,0,0,0,0.7113587386383738
227,201,Wesley,W.Fofana,7,8,44,444463.jpg,0,0.0,0,489,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,545,0.0,0.0,0.0,0.0,479,468,433,Defender,Chelsea,41.666666666666664,1417.3333333333333,0.029397930385700845,1,24,0,1362,2,37,44.4,294.6,86.0,59.6,2,4,14,0,0,0,0.7113587386383738
228,202,Conor,Gallagher,7,8,55,232787.jpg,7,1.3,254,89,3,46,50.4,33.3,31.0,0,0.21,0,0.36,2.3,0.5,222,100.0,,0.07,0.13,85,95,95,Midfielder,Chelsea,92.33333333333333,2327.0,0.03967912906460392,3,23,1,1608,4,66,106.5,386.2,329.0,351.5,4,9,18,0,0,0,0.7113587386383738
229,203,Malo,Gusto,7,8,41,482609.jpg,16,3.9,186,106,2,71,58.8,36.7,8.0,0,0.06,2,0.22,5.3,7.3,52,100.0,,0.03,0.11,61,82,192,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
230,205,Callum,Hudson-Odoi,7,8,49,209046.jpg,0,0.0,0,613,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,505,100.0,,0.0,0.0,606,605,592,Midfielder,Chelsea,36.0,669.3333333333334,0.05378486055776892,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7113587386383738
231,206,Reece,James,7,8,54,225796.jpg,2,0.4,75,204,2,15,11.4,35.9,3.0,0,0.03,0,0.42,0.7,6.3,61,0.0,0.0,0.04,0.5,251,88,239,Defender,Chelsea,99.0,1824.0,0.054276315789473686,1,17,2,1242,2,44,80.4,292.2,153.0,358.2,2,4,14,0,0,0,0.7113587386383738
232,207,Romelu,Lukaku,7,8,69,66749.jpg,0,0.0,0,680,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.5,218,100.0,,0.0,0.0,680,680,680,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
233,208,Noni,Madueke,7,8,55,248857.jpg,1,0.2,15,286,3,3,3.6,1.6,13.0,0,0.05,0,0.02,0.3,0.1,420,100.0,100.0,0.3,0.12,307,264,162,Midfielder,Chelsea,0,0,0,1,13,0,639,0,26,55.0,153.8,224.0,170.8,0,0,7,0,0,0,0.7113587386383738
234,210,Mykhailo,Mudryk,7,8,64,465920.jpg,2,0.3,54,157,3,13,11.0,39.6,20.0,0,0.08,0,0.16,0.7,1.4,148,50.0,0.0,0.13,0.27,253,75,127,Midfielder,Chelsea,0,0,0,0,10,2,650,0,25,38.2,100.8,140.0,146.4,0,1,7,0,0,0,0.7113587386383738
235,211,Nicolas,N.Jackson,7,8,71,517052.jpg,9,1.3,262,13,4,34,64.0,44.8,151.0,1,2.03,0,0.23,3.0,20.3,18,100.0,,0.7,0.08,53,60,2,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
236,212,Christopher,Nkunku,7,8,74,213198.jpg,0,0.0,0,682,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.7,190,0.0,0.0,0.0,0.0,682,682,682,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
237,213,Christian,Pulisic,7,8,55,176413.jpg,0,0.0,0,664,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,661,0.0,0.0,0.0,0.0,663,664,662,Midfielder,Chelsea,66.0,1272.6666666666667,0.05185961236249345,1,11,1,805,3,39,51.1,120.4,227.0,166.8,3,1,8,0,0,0,0.7113587386383738
238,214,Malang,M.Sarr,7,8,45,204727.jpg,0,0.0,0,518,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,411,100.0,,0.0,0.0,508,506,480,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.7113587386383738
239,215,Gabriel,Slonina,7,8,40,471798.jpg,0,0.0,0,431,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,495,0.0,0.0,0.0,0.0,421,409,370,Goalkeeper,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
240,216,Raheem,Sterling,7,8,71,103955.jpg,23,3.2,260,8,3,73,100.4,82.8,126.0,2,0.85,1,0.53,7.7,7.4,50,100.0,,0.29,0.18,19,20,6,Midfielder,Chelsea,139.33333333333334,2180.3333333333335,0.06390460174285277,6,27,4,1886,5,101,153.9,399.6,647.0,495.4,5,4,23,0,0,0,0.7113587386383738
241,217,Thiago,T.Silva,7,8,50,51090.jpg,9,1.8,270,76,2,63,88.8,16.8,15.0,0,0.04,0,0.12,3.0,3.2,99,100.0,,0.01,0.04,25,158,146,Defender,Chelsea,100.66666666666667,2311.6666666666665,0.04354722422494593,0,32,2,2351,6,80,91.4,676.8,147.0,90.4,6,2,26,0,0,0,0.7113587386383738
242,218,Hakim,Ziyech,7,8,54,124183.jpg,0,0.0,0,654,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.1,394,0.0,0.0,0.0,0.0,652,651,643,Midfielder,Chelsea,60.666666666666664,1041.3333333333333,0.05825864276568502,0,7,3,649,2,33,49.0,155.4,113.0,230.9,2,1,6,0,0,0,0.7113587386383738
243,589,Ângelo Gabriel,Ângelo,7,8,50,518620.jpg,0,0.0,0,648,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,0.0,659,0.0,0.0,0.0,0.0,646,645,636,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7113587386383738
