,id,first_name,web_name,team,team_code,now_cost,photo,total_points,value_season,minutes,ict_index_rank,element_type,bps,influence,creativity,threat,goals_scored,expected_goals,assists,expected_assists,form,selected_rank,chance_of_playing_next_round,chance_of_playing_this_round,position,team_name,average_points,average_minutes,avg_points_per_min,goals_scored_last_season,goals_conceded_last_season,assists_last_season,minutes_last_season,clean_sheets_last_season,total_points_last_season,ict_index_last_season,red_cards_last_season,yellow_cards_last_season,starts_last_season,saves_last_season,penalties_saved_last_season,penalties_missed_last_season,average_win_perc_first_10
200,622,Owen,Dodgson,6,90,40,461567.jpg,0,0.0,0,322,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,505,100,,Defender,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
201,660,Wilson,Odobert,6,90,50,550839.jpg,0,0.0,0,613,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,665,100,,Midfielder,Burnley,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.35324929971988794
202,126,Moisés,Caicedo,7,8,50,486672.jpg,0,0.0,0,600,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,99,100,,Midfielder,Chelsea,35.333333333333336,1266.0,0.027909426013691417,1,47,1,3138,10,79,148.2,10,10,34,0,0,0,0.7323520923520924
203,145,Robert,Sanchez,7,8,45,215059.jpg,2,0.4,90,194,1,9,13.8,0.0,0.0,0,0.00,0,0.00,1.0,88,100,,Goalkeeper,Chelsea,103.0,2610.0,0.03946360153256705,0,30,0,2070,6,82,43.9,6,2,23,48,1,0,0.7323520923520924
204,185,Ethan,Ampadu,7,8,40,199598.jpg,0,0.0,0,282,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,612,0,0.0,Defender,Chelsea,14.666666666666666,695.6666666666666,0.021082894106372783,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
205,186,Andrey,Andrey,7,8,45,532605.jpg,0,0.0,0,501,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,393,100,,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
206,187,Kepa,Arrizabalaga,7,8,50,109745.jpg,0,0.0,0,543,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,211,0,0.0,Goalkeeper,Chelsea,54.333333333333336,1170.0,0.04643874643874644,0,33,0,2565,9,118,73.3,9,1,29,91,0,0,0.7323520923520924
207,188,Pierre-Emerick,Aubameyang,7,8,65,54694.jpg,0,0.0,0,654,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,559,0,0.0,Attacker,Chelsea,66.66666666666667,1304.0,0.05112474437627812,1,8,0,546,1,25,28.5,1,1,5,0,0,0,0.7323520923520924
208,189,César,Azpilicueta,7,8,45,41328.jpg,0,0.0,0,348,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,661,0,0.0,Defender,Chelsea,81.66666666666667,1925.0,0.04242424242424243,0,21,0,1521,3,45,58.4,3,3,16,0,0,0,0.7323520923520924
209,190,Abdul Rahman,Baba,7,8,40,118335.jpg,0,0.0,0,263,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,654,0,0.0,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
210,191,Benoît,B.Badiashile,7,8,45,242880.jpg,0,0.0,0,432,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,519,0,0.0,Defender,Chelsea,0,0,0,1,9,0,904,4,40,35.1,4,2,10,0,0,0,0.7323520923520924
211,192,Marcus,Bettinelli,7,8,40,122074.jpg,0,0.0,0,265,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,581,0,0.0,Goalkeeper,Chelsea,0.0,0.0,nan,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
212,193,Armando,Broja,7,8,50,440323.jpg,0,0.0,0,597,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,501,0,0.0,Attacker,Chelsea,0,0,0,1,5,1,285,1,21,19.7,1,0,2,0,0,0,0.7323520923520924
213,194,Trevoh,Chalobah,7,8,44,180736.jpg,0,0.0,0,343,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,400,0,0.0,Defender,Chelsea,0,0,0,0,24,0,1601,5,49,50.3,5,4,18,0,0,0,0.7323520923520924
214,195,Ben,Chilwell,7,8,56,172850.jpg,7,1.2,89,52,2,24,23.6,16.6,23.0,0,0.11,1,0.23,3.5,18,100,,Defender,Chelsea,88.0,1409.6666666666667,0.06242610546228423,2,19,3,1402,4,70,84.2,4,3,15,0,0,0,0.7323520923520924
215,196,Carney,Chukwuemeka,7,8,45,478912.jpg,1,0.2,80,157,3,4,1.2,11.2,10.0,0,0.00,0,0.15,0.5,104,100,,Midfielder,Chelsea,12.0,217.0,0.055299539170506916,0,7,0,342,1,18,25.7,1,0,2,0,0,0,0.7323520923520924
216,197,Levi,Colwill,7,8,45,460028.jpg,2,0.4,90,91,2,19,17.8,22.5,7.0,0,0.08,0,0.01,1.0,90,100,,Defender,Chelsea,0,0,0,0,21,2,1218,3,46,38.9,3,1,13,0,0,0,0.7323520923520924
217,198,Marc,Cucurella,7,8,50,179268.jpg,0,0.0,0,560,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,220,100,,Defender,Chelsea,0,0,0,0,20,2,1669,6,65,65.9,6,4,21,0,0,0,0.7323520923520924
218,199,Enzo,Enzo,7,8,50,448047.jpg,1,0.2,90,47,3,18,19.8,38.5,9.0,0,0.06,0,0.11,0.5,75,100,,Midfielder,Chelsea,0,0,0,0,25,2,1547,3,42,72.6,3,3,18,0,0,0,0.7323520923520924
219,200,David Datro,D.D.Fofana,7,8,50,520295.jpg,0,0.0,0,608,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,652,0,0.0,Attacker,Chelsea,0,0,0,0,1,0,68,0,3,8.0,0,0,1,0,0,0,0.7323520923520924
220,201,Wesley,W.Fofana,7,8,45,444463.jpg,0,0.0,0,457,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,532,0,0.0,Defender,Chelsea,41.666666666666664,1417.3333333333333,0.029397930385700845,1,24,0,1362,2,37,44.4,2,4,14,0,0,0,0.7323520923520924
221,202,Conor,Gallagher,7,8,55,232787.jpg,2,0.4,90,147,3,14,17.4,6.3,0.0,0,0.00,0,0.02,1.0,234,100,,Midfielder,Chelsea,92.33333333333333,2327.0,0.03967912906460392,3,23,1,1608,4,66,106.5,4,9,18,0,0,0,0.7323520923520924
222,203,Malo,Gusto,7,8,40,482609.jpg,1,0.2,14,217,2,3,3.8,1.3,0.0,0,0.00,0,0.01,0.5,127,100,,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
223,204,Lewis,Hall,7,8,45,487838.jpg,0,0.0,0,480,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,334,100,,Defender,Chelsea,0,0,0,0,11,0,653,1,19,48.8,1,1,8,0,0,0,0.7323520923520924
224,205,Callum,Hudson-Odoi,7,8,50,209046.jpg,0,0.0,0,575,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,503,100,,Midfielder,Chelsea,36.0,669.3333333333334,0.05378486055776892,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
225,206,Reece,James,7,8,55,225796.jpg,2,0.4,75,79,2,15,11.4,35.9,3.0,0,0.03,0,0.42,1.0,31,0,0.0,Defender,Chelsea,99.0,1824.0,0.054276315789473686,1,17,2,1242,2,44,80.4,2,4,14,0,0,0,0.7323520923520924
226,207,Romelu,Lukaku,7,8,69,66749.jpg,0,0.0,0,657,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,210,100,,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
227,208,Noni,Madueke,7,8,55,248857.jpg,0,0.0,0,635,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,442,100,100.0,Midfielder,Chelsea,0,0,0,1,13,0,639,0,26,55.0,0,0,7,0,0,0,0.7323520923520924
228,210,Mykhailo,Mudryk,7,8,65,465920.jpg,1,0.2,9,209,3,5,2.4,1.3,4.0,0,0.00,0,0.01,0.5,117,100,,Midfielder,Chelsea,0,0,0,0,10,2,650,0,25,38.2,0,1,7,0,0,0,0.7323520923520924
229,211,Nicolas,N.Jackson,7,8,70,517052.jpg,1,0.1,90,660,4,-6,0.0,0.0,0.0,0,0.53,0,0.01,0.5,24,100,,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
230,212,Christopher,Nkunku,7,8,74,213198.jpg,0,0.0,0,662,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,170,0,0.0,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
231,213,Christian,Pulisic,7,8,55,176413.jpg,0,0.0,0,626,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,649,0,0.0,Midfielder,Chelsea,66.0,1272.6666666666667,0.05185961236249345,1,11,1,805,3,39,51.1,3,1,8,0,0,0,0.7323520923520924
232,214,Malang,M.Sarr,7,8,45,204727.jpg,0,0.0,0,404,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,423,100,,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
233,215,Gabriel,Slonina,7,8,40,471798.jpg,0,0.0,0,324,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,488,0,0.0,Goalkeeper,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
234,216,Raheem,Sterling,7,8,70,103955.jpg,2,0.3,80,84,3,8,13.0,26.0,10.0,0,0.00,0,0.09,1.0,129,100,,Midfielder,Chelsea,139.33333333333334,2180.3333333333335,0.06390460174285277,6,27,4,1886,5,101,153.9,5,4,23,0,0,0,0.7323520923520924
235,217,Thiago,T.Silva,7,8,50,51090.jpg,2,0.4,90,70,2,19,32.8,11.7,8.0,0,0.00,0,0.07,1.0,111,100,,Defender,Chelsea,100.66666666666667,2311.6666666666665,0.04354722422494593,0,32,2,2351,6,80,91.4,6,2,26,0,0,0,0.7323520923520924
236,218,Hakim,Ziyech,7,8,55,124183.jpg,0,0.0,0,622,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,332,100,,Midfielder,Chelsea,60.666666666666664,1041.3333333333333,0.05825864276568502,0,7,3,649,2,33,49.0,2,1,6,0,0,0,0.7323520923520924
237,589,Ângelo Gabriel,Ângelo,7,8,50,518620.jpg,0,0.0,0,607,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,640,0,0.0,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
238,609,Ian,Maatsen,7,8,54,441302.jpg,1,0.2,9,220,3,4,2.2,0.6,2.0,0,0.00,0,0.01,0.5,431,100,,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
239,611,Axel,Disasi,7,8,50,220362.jpg,11,2.2,90,578,2,27,0.0,0.0,0.0,1,0.47,0,0.01,5.5,71,100,,Defender,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
240,613,Lesley,Ugochukwu,7,8,45,503714.jpg,1,0.2,1,491,3,4,0.0,0.0,0.0,0,0.00,0,0.00,0.5,364,100,,Midfielder,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
241,623,Mason,Burstow,7,8,45,534392.jpg,0,0.0,0,502,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,382,100,,Attacker,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
242,659,Lucas,Bergström,7,8,40,482158.jpg,0,0.0,0,329,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,618,100,,Goalkeeper,Chelsea,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.7323520923520924
243,667,Roméo,Lavia,7,8,50,514356.jpg,0,0.0,0,606,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,646,100,,Midfielder,Chelsea,0,0,0,1,50,1,2219,4,57,64.5,4,9,26,0,0,0,0.7323520923520924
244,219,Naouirou,Ahamada,8,31,45,466117.jpg,0,0.0,0,468,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,299,100,,Midfielder,Crystal Palace,0,0,0,0,2,0,87,0,7,3.0,0,1,0,0,0,0,0.39756724094319995
245,220,Joachim,Andersen,8,31,45,174874.jpg,9,2.0,90,20,2,31,41.2,24.9,42.0,0,0.15,0,0.11,4.5,109,100,,Defender,Crystal Palace,99.0,2808.3333333333335,0.03525222551928783,1,37,0,2782,8,80,109.8,8,8,32,0,0,0,0.39756724094319995
246,221,Jordan,J.Ayew,8,31,55,80146.jpg,6,1.1,90,26,3,14,26.8,32.0,32.0,0,0.09,1,0.36,3.0,248,100,,Midfielder,Crystal Palace,83.66666666666667,2268.6666666666665,0.03687922421392889,4,41,3,2708,8,104,140.3,8,5,31,0,0,0,0.39756724094319995
247,222,Nathaniel,Clyne,8,31,45,57328.jpg,0,0.0,0,355,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,403,100,,Defender,Crystal Palace,43.666666666666664,1378.0,0.031688437348814706,0,23,0,1638,3,44,33.6,3,3,19,0,0,0,0.39756724094319995
248,223,Cheick,C.Doucouré,8,31,50,438464.jpg,3,0.6,90,62,3,12,14.6,33.0,9.0,0,0.01,0,0.03,1.5,464,100,100.0,Midfielder,Crystal Palace,0,0,0,0,41,3,2770,7,74,99.8,7,8,34,0,0,0,0.39756724094319995
249,224,Malcolm,Ebiowei,8,31,45,450535.jpg,0,0.0,0,458,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,489,0,0.0,Midfielder,Crystal Palace,0,0,0,0,1,0,31,0,3,0.9,0,0,0,0,0,0,0.39756724094319995
250,225,Odsonne,Edouard,8,31,55,199670.jpg,7,1.3,90,2,4,27,44.4,22.2,93.0,1,1.12,0,0.14,3.5,126,100,,Attacker,Crystal Palace,0,0,0,5,25,2,1788,5,82,113.2,5,3,20,0,0,0,0.39756724094319995
251,226,Eberechi,Eze,8,31,65,232413.jpg,3,0.5,90,6,3,21,13.4,96.2,35.0,0,0.51,0,0.58,1.5,29,100,,Midfielder,Crystal Palace,105.0,1928.3333333333333,0.05445116681071738,10,35,5,2631,9,159,217.0,9,3,30,0,0,0,0.39756724094319995
252,227,Vicente,Guaita,8,31,45,40836.jpg,0,0.0,0,347,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,186,100,,Goalkeeper,Crystal Palace,114.0,2805.0,0.040641711229946524,0,34,0,2430,6,99,66.8,6,1,27,85,0,0,0.39756724094319995
253,228,Marc,Guéhi,8,31,45,209036.jpg,6,1.3,90,102,2,26,25.4,10.8,4.0,0,0.04,0,0.01,3.0,132,100,,Defender,Crystal Palace,0,0,0,1,46,0,3330,9,95,106.7,9,8,37,0,0,0,0.39756724094319995
254,229,Will,Hughes,8,31,50,108413.jpg,0,0.0,0,541,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,648,0,0.0,Midfielder,Crystal Palace,0,0,0,1,11,1,822,1,41,37.4,1,4,7,0,0,0,0.39756724094319995
255,230,Sam,Johnstone,8,31,45,101982.jpg,6,1.3,90,210,1,22,7.4,0.0,0.0,0,0.00,0,0.00,3.0,125,100,,Goalkeeper,Crystal Palace,0,0,0,0,10,0,810,3,36,17.8,3,1,9,26,0,0,0.39756724094319995
256,231,Jefferson,Lerma,8,31,50,152551.jpg,3,0.6,90,119,3,12,14.2,13.6,3.0,0,0.02,0,0.02,1.5,259,100,,Midfielder,Crystal Palace,0,0,0,5,67,0,3252,7,101,122.7,7,7,37,0,0,0,0.39756724094319995
257,232,Jean-Philippe,Mateta,8,31,50,231747.jpg,0,0.0,0,586,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,256,100,,Attacker,Crystal Palace,39.0,700.3333333333334,0.055687767729652546,2,10,0,748,3,41,42.5,3,3,6,0,0,0,0.39756724094319995
258,233,Remi,Matthews,8,31,40,169593.jpg,0,0.0,0,274,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,395,100,,Goalkeeper,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39756724094319995
259,234,Tyrick,Mitchell,8,31,45,244723.jpg,8,1.8,90,169,2,29,14.6,2.6,2.0,0,0.00,0,0.02,4.0,194,100,100.0,Defender,Crystal Palace,86.66666666666667,2566.6666666666665,0.03376623376623377,0,40,2,2889,8,93,89.0,8,5,34,0,0,0,0.39756724094319995
260,235,Jake,O'Brien,8,31,40,512462.jpg,0,0.0,0,335,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,401,0,0.0,Defender,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39756724094319995
261,236,Michael,Olise,8,31,60,443661.jpg,0,0.0,0,653,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,418,0,0.0,Midfielder,Crystal Palace,0,0,0,2,38,11,2743,8,132,225.6,8,2,31,0,0,0,0.39756724094319995
262,237,Luke,Plange,8,31,45,450541.jpg,0,0.0,0,459,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,582,0,0.0,Attacker,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39756724094319995
263,238,Chris,C.Richards,8,31,40,427623.jpg,0,0.0,0,307,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,241,100,,Defender,Crystal Palace,0,0,0,0,11,0,443,1,13,13.2,1,0,4,0,0,0,0.39756724094319995
264,239,Jairo,Riedewald,8,31,45,173954.jpg,0,0.0,0,391,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,483,100,,Midfielder,Crystal Palace,24.666666666666668,662.0,0.03726082578046325,0,0,0,60,0,6,1.5,0,0,0,0,0,0,0.39756724094319995
265,240,Jeffrey,Schlupp,8,31,50,86417.jpg,3,0.6,90,57,3,9,17.0,23.4,20.0,0,0.06,0,0.08,1.5,358,100,,Midfielder,Crystal Palace,80.0,1927.6666666666667,0.04150095106346187,3,38,2,2528,9,89,97.9,9,7,30,0,0,0,0.39756724094319995
266,241,James,Tomkins,8,31,40,49413.jpg,1,0.2,1,242,2,3,0.2,0.0,0.0,0,0.00,0,0.00,0.5,173,100,,Defender,Crystal Palace,14.333333333333334,477.0,0.030048916841369674,1,10,0,335,0,8,14.6,0,1,3,0,0,0,0.39756724094319995
267,242,Joel,Ward,8,31,45,55494.jpg,6,1.3,90,184,2,21,12.0,4.1,0.0,0,0.00,0,0.02,3.0,290,100,,Defender,Crystal Palace,72.33333333333333,2331.3333333333335,0.03102659422362024,1,35,0,2253,8,78,73.5,8,6,24,0,0,0,0.39756724094319995
268,243,Joe,Whitworth,8,31,40,487818.jpg,0,0.0,0,331,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,144,100,,Goalkeeper,Crystal Palace,0,0,0,0,5,0,180,0,3,4.2,0,0,2,5,0,0,0.39756724094319995
269,615,Matheus,Matheus França,8,31,50,536694.jpg,0,0.0,0,611,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,631,0,0.0,Midfielder,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39756724094319995
270,657,Jesurun,Rak-Sakyi,8,31,45,450542.jpg,0,0.0,0,460,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,653,100,,Midfielder,Crystal Palace,1.3333333333333333,26.333333333333332,0.05063291139240506,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39756724094319995
271,658,John-Kymani,Gordon,8,31,45,461382.jpg,0,0.0,0,462,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,466,100,,Attacker,Crystal Palace,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.39756724094319995
272,244,André,André Gomes,9,11,45,120250.jpg,0,0.0,0,376,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,287,100,,Midfielder,Everton,22.0,724.3333333333334,0.030372756557754257,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
273,245,Jarrad,Branthwaite,9,11,40,480455.jpg,0,0.0,0,328,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,253,100,,Defender,Everton,2.3333333333333335,129.0,0.018087855297157625,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
274,246,Dominic,Calvert-Lewin,9,11,59,177815.jpg,0,0.0,0,646,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,208,100,100.0,Attacker,Everton,89.66666666666667,1772.6666666666667,0.05058292591199699,2,22,1,1166,4,40,66.4,4,3,15,0,0,0,0.43279532163742684
275,247,Seamus,Coleman,9,11,45,59949.jpg,0,0.0,0,356,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,507,0,0.0,Defender,Everton,74.33333333333333,1972.3333333333333,0.03768801757647457,1,25,0,1654,5,63,50.4,5,1,20,0,0,0,0.43279532163742684
276,248,Dele,Dele,9,11,50,108823.jpg,0,0.0,0,542,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,544,0,0.0,Midfielder,Everton,22.333333333333332,545.3333333333334,0.04095354523227383,0,1,0,38,0,2,0.9,0,0,0,0,0,0,0.43279532163742684
277,249,Abdoulaye,A.Doucoure,9,11,55,121599.jpg,2,0.4,90,45,3,7,8.8,34.4,25.0,0,0.56,0,0.10,1.0,314,100,,Midfielder,Everton,82.0,2168.6666666666665,0.03781125115278205,5,27,2,1527,4,76,89.7,4,6,17,0,0,0,0.43279532163742684
278,250,James,Garner,9,11,50,232928.jpg,2,0.4,82,131,3,12,8.8,18.3,0.0,0,0.00,0,0.01,1.0,517,100,,Midfielder,Everton,0,0,0,0,13,1,796,2,25,29.2,2,3,7,0,0,0,0.43279532163742684
279,251,Jean-Philippe,Gbamin,9,11,45,160987.jpg,0,0.0,0,385,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,557,100,,Midfielder,Everton,1.3333333333333333,25.333333333333332,0.05263157894736842,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
280,252,Ben,Godfrey,9,11,45,198826.jpg,0,0.0,0,398,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,347,100,,Defender,Everton,54.333333333333336,1837.6666666666667,0.02956647923090876,0,18,1,801,1,18,23.6,1,2,10,0,0,0,0.43279532163742684
281,253,Demarai,Gray,9,11,54,172632.jpg,0,0.0,0,617,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,270,100,,Midfielder,Everton,66.0,1618.3333333333333,0.0407826982492276,4,39,1,2501,7,91,173.2,7,3,27,0,0,0,0.43279532163742684
282,254,Idrissa,Gana,9,11,50,80801.jpg,2,0.4,90,103,3,15,17.8,15.4,6.0,0,0.06,0,0.03,1.0,500,100,,Midfielder,Everton,0,0,0,0,45,1,2577,8,66,70.6,8,7,32,0,0,0,0.43279532163742684
283,255,Mason,Holgate,9,11,40,194164.jpg,0,0.0,0,277,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,135,100,,Defender,Everton,52.666666666666664,1641.6666666666667,0.03208121827411167,0,9,0,506,2,16,21.5,2,1,5,0,0,0,0.43279532163742684
284,256,Alex,Iwobi,9,11,55,153133.jpg,2,0.4,90,21,3,9,19.4,40.7,46.0,0,0.32,0,0.28,1.0,185,100,,Midfielder,Everton,89.66666666666667,2312.6666666666665,0.03877198039780917,2,56,8,3379,9,126,201.3,9,2,38,0,0,0,0.43279532163742684
285,257,Michael,Keane,9,11,45,106611.jpg,2,0.4,90,64,2,16,20.6,1.5,34.0,0,0.04,0,0.02,1.0,274,100,,Defender,Everton,89.33333333333333,2254.3333333333335,0.03962738429690965,1,22,2,983,2,39,41.7,2,0,10,0,0,0,0.43279532163742684
286,258,Neal,Maupay,9,11,50,115382.jpg,2,0.4,71,24,4,-4,9.4,11.7,75.0,0,1.35,0,0.00,1.0,153,100,,Attacker,Everton,81.33333333333333,1960.3333333333333,0.0414895425947968,1,19,0,1104,3,41,62.2,3,4,11,0,0,0,0.43279532163742684
287,259,Dwight,McNeil,9,11,55,433154.jpg,0,0.0,0,637,3,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,473,0,0.0,Midfielder,Everton,107.66666666666667,2887.3333333333335,0.03728930962826137,7,46,5,2490,5,126,195.8,5,5,28,0,0,0,0.43279532163742684
288,260,Vitalii,Mykolenko,9,11,45,224967.jpg,0,0.0,0,418,2,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,336,100,,Defender,Everton,0,0,0,0,46,1,2653,7,75,93.4,7,4,30,0,0,0,0.43279532163742684
289,261,Amadou,Onana,9,11,50,449871.jpg,2,0.4,90,48,3,18,11.4,38.1,17.0,0,0.05,0,0.38,1.0,303,100,,Midfielder,Everton,0,0,0,1,37,3,2486,9,77,96.0,9,9,29,0,0,0,0.43279532163742684
290,262,Nathan,Patterson,9,11,45,243571.jpg,2,0.4,90,164,2,1,6.8,2.9,10.0,0,0.31,0,0.01,1.0,323,100,,Defender,Everton,0,0,0,0,22,0,1274,2,31,45.3,2,3,14,0,0,0,0.43279532163742684
291,263,Jordan,Pickford,9,11,45,111234.jpg,2,0.4,90,145,1,10,14.0,10.0,0.0,0,0.00,0,0.01,1.0,30,100,,Goalkeeper,Everton,118.0,3074.0,0.038386467143786594,0,57,1,3330,8,124,102.0,8,6,37,124,1,0,0.43279532163742684
292,264,Ellis,Simms,9,11,45,218997.jpg,0,0.0,0,410,4,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,512,0,0.0,Attacker,Everton,6.333333333333333,93.33333333333333,0.06785714285714285,1,4,0,219,0,17,13.0,0,0,2,0,0,0,0.43279532163742684
293,265,James,Tarkowski,9,11,45,17761.jpg,2,0.4,90,167,2,8,10.4,0.3,8.0,0,0.04,0,0.03,1.0,128,100,100.0,Defender,Everton,99.33333333333333,3255.3333333333335,0.030514028261314764,1,57,1,3420,9,106,167.0,9,6,38,0,0,0,0.43279532163742684
294,266,João,J.Virginia,9,11,40,222627.jpg,0,0.0,0,294,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,225,100,,Goalkeeper,Everton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
295,579,Andy,Lonergan,9,11,40,11948.jpg,0,0.0,0,235,1,0,0.0,0.0,0.0,0,0.00,0,0.00,0.0,469,100,,Goalkeeper,Everton,0.0,0.0,nan,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
296,588,Ashley,Young,9,11,45,18892.jpg,2,0.4,90,163,2,10,10.2,9.8,0.0,0,0.00,0,0.10,1.0,209,100,,Defender,Everton,0,0,0,1,28,0,2031,9,87,68.7,9,7,23,0,0,0,0.43279532163742684
297,601,Arnaut,Danjuma,9,11,55,220307.jpg,1,0.2,18,175,3,2,3.4,10.5,4.0,0,0.00,0,0.01,0.5,365,100,100.0,Midfielder,Everton,0,0,0,1,5,0,162,0,15,14.8,0,0,1,0,0,0,0.43279532163742684
298,624,Lewis,Dobbin,9,11,45,461421.jpg,1,0.2,7,224,3,3,1.0,0.3,2.0,0,0.00,0,0.00,0.5,548,100,,Midfielder,Everton,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.43279532163742684
